INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
Теперь ли я стал вопрошать для него Бога? Нет, не обвиняй в этом,царь, <mark>раба</mark> твоего и весь дом отца моего, ибо во всем этом деле не знает раб твой ни малого, ни великого.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	9f5875b5-c2c2-4873-aca3-33d20b632da9	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
и сделай вокруг него стенки в <mark>ладонь</mark> и у стенок его сделай золотой венец вокруг;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	5698b274-8d25-4037-bca4-4155747ebae0	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
Они в три яруса, и таких столбов, какие на дворах, нет у них; потому они и сделаны уже против нижних и средних <mark>комнат</mark>, начиная от пола.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	024c6a67-3dc9-4a72-bed5-add5d732674f	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
Грех Иуды написан железным <mark>резцом</mark>, алмазным острием начертан на скрижали сердца их и на рогах жертвенников их.	4				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	438d1f0d-d41b-455a-b6b4-c96f98eb483d	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
И согласились священники не брать серебра у народа на <mark>исправление</mark> повреждений в храме.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	b7d471e8-76a7-4154-820f-846e996eb2f7	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
И устроил себе Тир крепость, накопил серебра, как пыли, и золота, как уличной <mark>грязи</mark>.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	66dbcb82-bcf2-4207-aed0-14482b3f1380	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
Устрашились грешники на Сионе; трепет овладел нечестивыми: „кто из нас может жить при <mark>огне</mark> пожирающем? кто из нас может жить при вечном пламени?' –	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	7c46fa5e-901c-40cd-ac72-5d5f4707b289	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
И сказал Саул: так скажите Давиду: царь не хочет вена, кроме ста краеобрезаний Филистимских, в отмщение врагам царя. Ибо Саул имел в <mark>мыслях</mark> погубить Давида руками Филистимлян.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	1ace61fa-166a-40a9-9190-dd0ddc5ef5a2	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
между которыми и мы все жили некогда по нашим плотским <mark>похотям</mark>, исполняя желания плоти и помыслов, и были по природе чадами гнева, как и прочие,	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887b070f961501c82bfd	20dd0fd5-aa75-4a55-b21e-0a487c782a06	0001b30816--6160887b070f961501c82bfd	955b6ec958df756f9432b05d74977ecf	APPROVED
									
И об одежде что заботитесь? Посмотрите на полевые <mark>лилии</mark>, как они растут: ни трудятся, ни прядут;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	3b7e95ca-e784-4545-adab-0239a77f7889	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
Теперь ли я стал вопрошать для него Бога? Нет, не обвиняй в этом,царь, <mark>раба</mark> твоего и весь дом отца моего, ибо во всем этом деле не знает раб твой ни малого, ни великого.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	9f5875b5-c2c2-4873-aca3-33d20b632da9	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
и сделай вокруг него стенки в <mark>ладонь</mark> и у стенок его сделай золотой венец вокруг;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	5698b274-8d25-4037-bca4-4155747ebae0	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
Они в три яруса, и таких столбов, какие на дворах, нет у них; потому они и сделаны уже против нижних и средних <mark>комнат</mark>, начиная от пола.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	024c6a67-3dc9-4a72-bed5-add5d732674f	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
Грех Иуды написан железным <mark>резцом</mark>, алмазным острием начертан на скрижали сердца их и на рогах жертвенников их.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	438d1f0d-d41b-455a-b6b4-c96f98eb483d	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
И согласились священники не брать серебра у народа на <mark>исправление</mark> повреждений в храме.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	b7d471e8-76a7-4154-820f-846e996eb2f7	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
И устроил себе Тир крепость, накопил серебра, как пыли, и золота, как уличной <mark>грязи</mark>.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	66dbcb82-bcf2-4207-aed0-14482b3f1380	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
Устрашились грешники на Сионе; трепет овладел нечестивыми: „кто из нас может жить при <mark>огне</mark> пожирающем? кто из нас может жить при вечном пламени?' –	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	7c46fa5e-901c-40cd-ac72-5d5f4707b289	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
И сказал Саул: так скажите Давиду: царь не хочет вена, кроме ста краеобрезаний Филистимских, в отмщение врагам царя. Ибо Саул имел в <mark>мыслях</mark> погубить Давида руками Филистимлян.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	1ace61fa-166a-40a9-9190-dd0ddc5ef5a2	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
между которыми и мы все жили некогда по нашим плотским <mark>похотям</mark>, исполняя желания плоти и помыслов, и были по природе чадами гнева, как и прочие,	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887bab66f8210370613a	20dd0fd5-aa75-4a55-b21e-0a487c782a06	0001b30816--6160887bab66f8210370613a	57dc8c3d52a34d776fe1a33290de43fa	APPROVED
									
И сказали друг другу: наделаем кирпичей и обожжем огнем. И стали у них кирпичи вместо камней, а земляная <mark>смола</mark> вместо извести.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	7ac9ef89-3e58-4dd9-8ded-a11055b26710	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
Вот, теперь он скрывается в какой-нибудь пещере, или в другом месте, и если кто падет при первом <mark>нападении</mark> на них, и услышат и скажут: „было поражение людей, последовавших за Авессаломом',	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	045fa649-b388-42fa-9882-1d1f65105562	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
И даем вам знать, чтобы ни на кого из священников или левитов, певцов, привратников, нефинеев и служащих при этом доме Божием, не налагать ни подати, ни <mark>налога</mark>, ни пошлины.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	ff52320a-1a51-4999-9485-3afc985af6f8	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
И возвратилась Ноеминь, и с нею сноха ее Руфь Моавитянка, пришедшая с полей Моавитских, и пришли они в Вифлеем в <mark>начале</mark> жатвы ячменя.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	a77335a8-aa92-4627-b088-a356058160de	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
Но поступите с ними так: жертвенники их разрушьте, столбы их сокрушите, и рощи их вырубите, и <mark>истуканов</mark> их сожгите огнем;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	1db65be6-17e7-48c9-a05d-e35833e76e0f	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
за это, так говорит Господь об Иоакиме, царе Иудейском: не будет от него сидящего на престоле Давидовом, и труп его будет брошен на <mark>зной</mark> дневной и на холод ночной;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	2baf8940-d7e2-47ca-89c6-f6a6574f2de8	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
(40:17) тенистые дерева покрывают его своею тенью; ивы при <mark>ручьях</mark> окружают его;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	ddba7036-bf2f-46df-8d94-2a87031f4c7f	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
Сетование лучше <mark>смеха</mark>; потому что при печали лица сердце делается лучше.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	0f286792-32f9-4bbf-8d4f-2dc7eda0e10d	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
Ибо снегу Он говорит: будь на <mark>земле</mark>; равно мелкий дождь и большой дождь в Его власти.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	61abe1b8-64de-422c-950d-07d7bbf6fd27	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
И отвечал <mark>Иов</mark> и сказал:	5				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38843f74a211aab9	2f3ce837-ef57-4336-8116-be6387d21eb1	0001b30816--6160887c38843f74a211aab9	16d62c87535192c72f6b76113e777218	APPROVED
									
И об одежде что заботитесь? Посмотрите на полевые <mark>лилии</mark>, как они растут: ни трудятся, ни прядут;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	3b7e95ca-e784-4545-adab-0239a77f7889	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
Теперь ли я стал вопрошать для него Бога? Нет, не обвиняй в этом,царь, <mark>раба</mark> твоего и весь дом отца моего, ибо во всем этом деле не знает раб твой ни малого, ни великого.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	9f5875b5-c2c2-4873-aca3-33d20b632da9	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
и сделай вокруг него стенки в <mark>ладонь</mark> и у стенок его сделай золотой венец вокруг;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	5698b274-8d25-4037-bca4-4155747ebae0	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
Они в три яруса, и таких столбов, какие на дворах, нет у них; потому они и сделаны уже против нижних и средних <mark>комнат</mark>, начиная от пола.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	024c6a67-3dc9-4a72-bed5-add5d732674f	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
Грех Иуды написан железным <mark>резцом</mark>, алмазным острием начертан на скрижали сердца их и на рогах жертвенников их.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	438d1f0d-d41b-455a-b6b4-c96f98eb483d	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
И согласились священники не брать серебра у народа на <mark>исправление</mark> повреждений в храме.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	b7d471e8-76a7-4154-820f-846e996eb2f7	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
И устроил себе Тир крепость, накопил серебра, как пыли, и золота, как уличной <mark>грязи</mark>.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	66dbcb82-bcf2-4207-aed0-14482b3f1380	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
Устрашились грешники на Сионе; трепет овладел нечестивыми: „кто из нас может жить при <mark>огне</mark> пожирающем? кто из нас может жить при вечном пламени?' –	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	7c46fa5e-901c-40cd-ac72-5d5f4707b289	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
И сказал Саул: так скажите Давиду: царь не хочет вена, кроме ста краеобрезаний Филистимских, в отмщение врагам царя. Ибо Саул имел в <mark>мыслях</mark> погубить Давида руками Филистимлян.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	1ace61fa-166a-40a9-9190-dd0ddc5ef5a2	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
между которыми и мы все жили некогда по нашим плотским <mark>похотям</mark>, исполняя желания плоти и помыслов, и были по природе чадами гнева, как и прочие,	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c38fa4b407134ae18	20dd0fd5-aa75-4a55-b21e-0a487c782a06	0001b30816--6160887c38fa4b407134ae18	f7082b39c2acf5f9c374ff0b8f5b51ae	APPROVED
									
И об одежде что заботитесь? Посмотрите на полевые <mark>лилии</mark>, как они растут: ни трудятся, ни прядут;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	3b7e95ca-e784-4545-adab-0239a77f7889	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Теперь ли я стал вопрошать для него Бога? Нет, не обвиняй в этом,царь, <mark>раба</mark> твоего и весь дом отца моего, ибо во всем этом деле не знает раб твой ни малого, ни великого.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	9f5875b5-c2c2-4873-aca3-33d20b632da9	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
и сделай вокруг него стенки в <mark>ладонь</mark> и у стенок его сделай золотой венец вокруг;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	5698b274-8d25-4037-bca4-4155747ebae0	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Они в три яруса, и таких столбов, какие на дворах, нет у них; потому они и сделаны уже против нижних и средних <mark>комнат</mark>, начиная от пола.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	024c6a67-3dc9-4a72-bed5-add5d732674f	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Грех Иуды написан железным <mark>резцом</mark>, алмазным острием начертан на скрижали сердца их и на рогах жертвенников их.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	438d1f0d-d41b-455a-b6b4-c96f98eb483d	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
И согласились священники не брать серебра у народа на <mark>исправление</mark> повреждений в храме.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	b7d471e8-76a7-4154-820f-846e996eb2f7	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
И устроил себе Тир крепость, накопил серебра, как пыли, и золота, как уличной <mark>грязи</mark>.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	66dbcb82-bcf2-4207-aed0-14482b3f1380	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Устрашились грешники на Сионе; трепет овладел нечестивыми: „кто из нас может жить при <mark>огне</mark> пожирающем? кто из нас может жить при вечном пламени?' –	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	7c46fa5e-901c-40cd-ac72-5d5f4707b289	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
И сказал Саул: так скажите Давиду: царь не хочет вена, кроме ста краеобрезаний Филистимских, в отмщение врагам царя. Ибо Саул имел в <mark>мыслях</mark> погубить Давида руками Филистимлян.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	1ace61fa-166a-40a9-9190-dd0ddc5ef5a2	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
между которыми и мы все жили некогда по нашим плотским <mark>похотям</mark>, исполняя желания плоти и помыслов, и были по природе чадами гнева, как и прочие,	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887c3b1ae2647afbf6f4	20dd0fd5-aa75-4a55-b21e-0a487c782a06	0001b30816--6160887c3b1ae2647afbf6f4	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
									
И сказали друг другу: наделаем кирпичей и обожжем огнем. И стали у них кирпичи вместо камней, а земляная <mark>смола</mark> вместо извести.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	7ac9ef89-3e58-4dd9-8ded-a11055b26710	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
Вот, теперь он скрывается в какой-нибудь пещере, или в другом месте, и если кто падет при первом <mark>нападении</mark> на них, и услышат и скажут: „было поражение людей, последовавших за Авессаломом',	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	045fa649-b388-42fa-9882-1d1f65105562	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
И даем вам знать, чтобы ни на кого из священников или левитов, певцов, привратников, нефинеев и служащих при этом доме Божием, не налагать ни подати, ни <mark>налога</mark>, ни пошлины.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	ff52320a-1a51-4999-9485-3afc985af6f8	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
И возвратилась Ноеминь, и с нею сноха ее Руфь Моавитянка, пришедшая с полей Моавитских, и пришли они в Вифлеем в <mark>начале</mark> жатвы ячменя.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	a77335a8-aa92-4627-b088-a356058160de	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
Но поступите с ними так: жертвенники их разрушьте, столбы их сокрушите, и рощи их вырубите, и <mark>истуканов</mark> их сожгите огнем;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	1db65be6-17e7-48c9-a05d-e35833e76e0f	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
за это, так говорит Господь об Иоакиме, царе Иудейском: не будет от него сидящего на престоле Давидовом, и труп его будет брошен на <mark>зной</mark> дневной и на холод ночной;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	2baf8940-d7e2-47ca-89c6-f6a6574f2de8	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
(40:17) тенистые дерева покрывают его своею тенью; ивы при <mark>ручьях</mark> окружают его;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	ddba7036-bf2f-46df-8d94-2a87031f4c7f	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
Сетование лучше <mark>смеха</mark>; потому что при печали лица сердце делается лучше.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	0f286792-32f9-4bbf-8d4f-2dc7eda0e10d	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
Ибо снегу Он говорит: будь на <mark>земле</mark>; равно мелкий дождь и большой дождь в Его власти.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	61abe1b8-64de-422c-950d-07d7bbf6fd27	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
И отвечал <mark>Иов</mark> и сказал:	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887d6ed79e522214618f	2f3ce837-ef57-4336-8116-be6387d21eb1	0001b30816--6160887d6ed79e522214618f	d3f8bcf5e9d6b4b44035c5c666ce6b4f	APPROVED
									
И сказали друг другу: наделаем кирпичей и обожжем огнем. И стали у них кирпичи вместо камней, а земляная <mark>смола</mark> вместо извести.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	7ac9ef89-3e58-4dd9-8ded-a11055b26710	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
Вот, теперь он скрывается в какой-нибудь пещере, или в другом месте, и если кто падет при первом <mark>нападении</mark> на них, и услышат и скажут: „было поражение людей, последовавших за Авессаломом',	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	045fa649-b388-42fa-9882-1d1f65105562	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
И даем вам знать, чтобы ни на кого из священников или левитов, певцов, привратников, нефинеев и служащих при этом доме Божием, не налагать ни подати, ни <mark>налога</mark>, ни пошлины.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	ff52320a-1a51-4999-9485-3afc985af6f8	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
И возвратилась Ноеминь, и с нею сноха ее Руфь Моавитянка, пришедшая с полей Моавитских, и пришли они в Вифлеем в <mark>начале</mark> жатвы ячменя.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	a77335a8-aa92-4627-b088-a356058160de	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
Но поступите с ними так: жертвенники их разрушьте, столбы их сокрушите, и рощи их вырубите, и <mark>истуканов</mark> их сожгите огнем;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	1db65be6-17e7-48c9-a05d-e35833e76e0f	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
за это, так говорит Господь об Иоакиме, царе Иудейском: не будет от него сидящего на престоле Давидовом, и труп его будет брошен на <mark>зной</mark> дневной и на холод ночной;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	2baf8940-d7e2-47ca-89c6-f6a6574f2de8	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
(40:17) тенистые дерева покрывают его своею тенью; ивы при <mark>ручьях</mark> окружают его;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	ddba7036-bf2f-46df-8d94-2a87031f4c7f	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
Сетование лучше <mark>смеха</mark>; потому что при печали лица сердце делается лучше.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	0f286792-32f9-4bbf-8d4f-2dc7eda0e10d	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
Ибо снегу Он говорит: будь на <mark>земле</mark>; равно мелкий дождь и большой дождь в Его власти.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	61abe1b8-64de-422c-950d-07d7bbf6fd27	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
И отвечал <mark>Иов</mark> и сказал:	4				https://toloka.yandex.ru/task/28510230/0001b30816--6160887e6f551843fe88d3bb	2f3ce837-ef57-4336-8116-be6387d21eb1	0001b30816--6160887e6f551843fe88d3bb	b3f2b4a3698d231f09f90eafb2f4d551	APPROVED
									
И сказали друг другу: наделаем кирпичей и обожжем огнем. И стали у них кирпичи вместо камней, а земляная <mark>смола</mark> вместо извести.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	7ac9ef89-3e58-4dd9-8ded-a11055b26710	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
Вот, теперь он скрывается в какой-нибудь пещере, или в другом месте, и если кто падет при первом <mark>нападении</mark> на них, и услышат и скажут: „было поражение людей, последовавших за Авессаломом',	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	045fa649-b388-42fa-9882-1d1f65105562	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
И даем вам знать, чтобы ни на кого из священников или левитов, певцов, привратников, нефинеев и служащих при этом доме Божием, не налагать ни подати, ни <mark>налога</mark>, ни пошлины.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	ff52320a-1a51-4999-9485-3afc985af6f8	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
И возвратилась Ноеминь, и с нею сноха ее Руфь Моавитянка, пришедшая с полей Моавитских, и пришли они в Вифлеем в <mark>начале</mark> жатвы ячменя.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	a77335a8-aa92-4627-b088-a356058160de	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
Но поступите с ними так: жертвенники их разрушьте, столбы их сокрушите, и рощи их вырубите, и <mark>истуканов</mark> их сожгите огнем;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	1db65be6-17e7-48c9-a05d-e35833e76e0f	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
за это, так говорит Господь об Иоакиме, царе Иудейском: не будет от него сидящего на престоле Давидовом, и труп его будет брошен на <mark>зной</mark> дневной и на холод ночной;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	2baf8940-d7e2-47ca-89c6-f6a6574f2de8	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
(40:17) тенистые дерева покрывают его своею тенью; ивы при <mark>ручьях</mark> окружают его;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	ddba7036-bf2f-46df-8d94-2a87031f4c7f	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
Сетование лучше <mark>смеха</mark>; потому что при печали лица сердце делается лучше.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160887f69c6db27354459af	0f286792-32f9-4bbf-8d4f-2dc7eda0e10d	0001b30816--6160887f69c6db27354459af	30a637202a9381b76b7aa7d325d0c5fb	APPROVED
