INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
Сказав сие, Он поднялся в глазах их, и облако взяло Его из <mark>вида</mark> их.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	247767c2-c4d3-4171-b8b9-a595afe6caf9	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
Народ Мой вопрошает свое дерево и <mark>жезл</mark> его дает ему ответ; ибо дух блуда ввел их в заблуждение, и, блудодействуя, они отступили от Бога своего.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	165b8ad4-fae4-4f86-a44e-3def6052dd24	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
Городские служители пересказали эти слова <mark>воеводам</mark>, и те испугались, услышав, что это Римские граждане.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	12de8e92-bb83-4788-804a-759723681ab8	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
то сами среди поношений и скорбей служа <mark>зрелищем</mark> для других , то принимая участие в других, находившихся в таком же состоянии ;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	ecef8bc7-d9d3-4bfa-860c-3bd7bea76ed4	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
(5:19) Недолго будут у него в <mark>памяти</mark> дни жизни его; потому Бог и вознаграждает его радостью сердца его.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	53fbef9f-0fc6-4c9f-a9c6-bce8e0a9c928	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
И еще сказал Хирам: благословен Господь Бог Израилев,создавший небо и землю, давший царю Давиду сына мудрого, имеющего <mark>смысл</mark> и разум, который намерен строить дом Господу и дом царский для себя.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	1c338764-ab72-46ee-8211-a44abb347bf0	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
И не будет в Египте такого дела, которое совершить умели бы <mark>голова</mark> и хвост, пальма и трость.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dd27a72917f789cee7	79ab0d0d-e3a6-495b-ab3a-daa1d25025f6	0001a04fc4--6127f6dd27a72917f789cee7	c8a693242d521a1129ff4ebde063f81d	APPROVED	+	
											
И сказал ему Господь: за то всякому, кто убьет Каина, отмстится всемеро. И сделал Господь <mark>Каину</mark> знамение, чтобы никто, встретившись с ним, не убил его.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	53c018b6-f6bc-42d5-a3d8-6a1ddd407b39	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
Как обобрано все у Исава и обысканы <mark>тайники</mark> его!	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	8c5b07ef-18de-4cad-971e-8f9f42a4986b	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
И взял Ахаз серебро и золото, какое нашлось в доме Господнем и в сокровищницах дома царского, и послал царю Ассирийскому в <mark>дар</mark>.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	a22d4f0e-36da-4fcc-8db3-d7ad8151dbf1	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
а найдя, созовет <mark>подруг</mark> и соседок и скажет: порадуйтесь со мною: я нашла потерянную драхму.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	f4660c12-9edb-4cb1-ab15-b7e65634534a	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
Никто да не пренебрегает юностью твоею; но будь образцом для верных в слове, в житии, в <mark>любви</mark>, в духе, в вере, в чистоте.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	b9fda5d2-a2cb-4675-b981-6c075441368b	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
и предлагал Ему многие <mark>вопросы</mark>, но Он ничего не отвечал ему.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	7edf20ac-7af7-49e2-a7b2-9efc35c8a82d	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
и не с кровью козлов и тельцов, но со Своею Кровию, однажды вошел во святилище и приобрел вечное <mark>искупление</mark>.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	7672c160-8433-446d-a9ad-77b6c6f09b59	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
Тогда Аггей, <mark>вестник</mark> Господень, посланный от Господа, сказал к народу: Я с вами! говорит Господь.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	16da9ca5-e80b-4cc6-83fd-4a74cf2411f2	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
И все князья в областях и сатрапы, и областеначальники, и <mark>исполнители</mark> дел царских поддерживали Иудеев, потому что напал на них страх пред Мардохеем.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	8760c5a7-9140-48ae-b791-8a0e34b810dd	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
(118:142) Правда Твоя – правда вечная, и закон Твой – <mark>истина</mark>.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6ddfdd63d683cac6716	caa569b5-8825-4402-b636-6e3cd903eb5c	0001a04fc4--6127f6ddfdd63d683cac6716	40d0c92c3f7bdfb761ce6b68ece2a4ff	APPROVED	+	
											
Они же, выслушав, прославили Бога и сказали ему: видишь, брат, сколько тысяч уверовавших Иудеев, и все они ревнители <mark>закона</mark>.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	6aaf439b-10da-4f13-a506-542454e2ee9f	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
Тогда Он сказал им: где вера ваша? Они же в страхе и удивлении говорили <mark>друг</mark> другу: кто же это, что и ветрам повелевает и воде, и повинуются Ему?	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	fbd5d87f-345d-47e5-a1bf-cc11076090cd	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
И поднял милоть Илии, упавшую с него, и пошел назад, и стал на берегу <mark>Иордана</mark>;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	6062d24d-c88e-4b1c-a2eb-76cc3be98fd1	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
Весь город пришел в движение, и сделалось <mark>стечение</mark> народа; и, схватив Павла, повлекли его вон из храма, и тотчас заперты были двери.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	3c954d9e-8d83-4fdc-9cd6-3c41dc87df42	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
Тогда ухватится человек за брата своего, в <mark>семействе</mark> отца своего, и скажет : у тебя есть одежда, будь нашим вождем, и да будут эти развалины под рукою твоею.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	db71762a-4aab-437d-8a0e-9c28fcd0852a	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
И когда они смотрели на <mark>небо</mark>, во время восхождения Его, вдруг предстали им два мужа в белой одежде	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	48c37ddc-a612-4bac-937c-14409da904ec	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
за то, что они делали неугодное в очах Моих и прогневляли Меня с того дня, как вышли <mark>отцы</mark> их из Египта, и до сего дня.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	7392bbf4-79ce-400a-8758-aa9b645aefa4	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
(22:6) Так, благость и милость да сопровождают меня во все дни <mark>жизни</mark> моей, и я пребуду в доме Господнем многие дни.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	7164181a-ab4e-48c4-a88e-9c1d692b9cbb	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
Также и все <mark>капища</mark> высот в городах Самарийских, которые построили цари Израильские, прогневляя Господа , разрушил Иосия, и сделал с ними то же, что сделал в Вефиле;	5				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	6f8e71af-f002-40e2-a654-874094752bc5	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
Рука прилежных будет господствовать, а ленивая будет под <mark>данью</mark>.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6de6814bf7be0c7871c	7eedf452-56c4-422a-911d-a24f9bce99e3	0001a04fc4--6127f6de6814bf7be0c7871c	4f1660f56a71d7d8c21b3d4f2bd51353	APPROVED	+	
											
Который дает суд <mark>сироте</mark> и вдове, и любит пришельца, и дает ему хлеб и одежду.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	2bf00f7e-a618-4e89-803a-a48a2598af12	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
и лица у них и крылья у них – у всех четырех; крылья их соприкасались одно к другому; во время шествия своего они не оборачивались, а шли каждое по <mark>направлению</mark> лица своего.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	6753e3c2-3f7f-4d10-b641-d6560550024b	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
а из Израильтян, – из <mark>сыновей</mark> Пароша: Рамаия, Иззия, Малхия, Миямин, Елеазар, Малхия и Венаия;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	36730f47-2d48-4184-8210-ffeb17f82a1e	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
И злой дух от Бога напал на Саула, и он сидел в <mark>доме</mark> своем, и копье его было в руке его, а Давид играл рукою своею на струнах.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	b0c18aea-5872-45b4-b7a9-150f5f5cef29	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
Во всем этом не согрешил <mark>Иов</mark> и не произнес ничего неразумного о Боге.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	41759638-2ec2-4332-a66d-bd99b6c984c6	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
Так как мы едим соль от дворца царского, и ущерб для царя не можем видеть, поэтому мы посылаем <mark>донесение</mark> к царю:	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	c27e8538-7f08-4094-987f-50c90f3058b7	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
И послал Моисей из Кадеса послов к Царю Едомскому сказать : так говорит брат твой Израиль: ты знаешь все <mark>трудности</mark>, которые постигли нас;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	f59196b3-dd23-4ef8-9b91-8c518b590a5e	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
И пришел он по вдохновению в храм. И, когда <mark>родители</mark> принесли Младенца Иисуса, чтобы совершить над Ним законный обряд,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	95ce6d69-b283-4211-9a35-841df271c566	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
Возлюбленные! будем любить друг друга, потому что <mark>любовь</mark> от Бога, и всякий любящий рожден от Бога и знает Бога.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	723e9f5f-90f6-4141-a152-675b22e3db32	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
И подошла <mark>женщина</mark> та к Саулу, и увидела, что он очень испугался, и сказала: вот, раба твоя послушалась голоса твоего и подвергала жизнь свою опасности и исполнила приказание, которое ты дал мне;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6dfe1ea013f3c02fc8e	65741100-ecce-4c6f-94e8-f3ec5ed45bff	0001a04fc4--6127f6dfe1ea013f3c02fc8e	24997546be493f1d8d0e673dc0a3495e	APPROVED	+	
											
У Меня отмщение и воздаяние, когда поколеблется <mark>нога</mark> их; ибо близок день погибели их, скоро наступит уготованное для них.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	dd536ff3-8b38-4a15-8d72-47db6b006ddf	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
Так умер Саул за свое беззаконие, которое он сделал пред Господом, за то, что не соблюл слова Господня и обратился к волшебнице с <mark>вопросом</mark>,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	55a4513c-9b13-45e3-be28-aa11ec75a31c	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
Вот, Я – против тебя, <mark>жительница</mark> долины, скала равнины, говорит Господь, – против вас, которые говорите: „кто выступит против нас и кто войдет в жилища наши?'	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	45ccc02d-2509-4e1f-b903-e8ab76611168	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
После сего войдут левиты служить скинии собрания, когда ты очистишь их и совершишь над ними <mark>посвящение</mark> их; ибо они отданы Мне из сынов Израилевых:	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	3dad94ba-9ac0-44ef-aa95-f5d0494e290a	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
В первый же день недели, когда ученики собрались для преломления хлеба, Павел, намереваясь отправиться в следующий день, беседовал с ними и продолжил слово до <mark>полуночи</mark>.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	ee054009-445b-487b-b2b4-1e223761409f	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
который отвечал и сказал стоявшим перед ним так: снимите с него запятнанные одежды. А ему самому сказал: смотри, Я снял с тебя <mark>вину</mark> твою и облекаю тебя в одежды торжественные.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	26fd871a-94c3-4e7d-801f-6a4aa2c42e33	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
и к стенам твоим придвинет стенобитные <mark>машины</mark> и башни твои разрушит секирами своими.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	69b4ac31-ccfc-4858-a4aa-d97530434472	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
И вышел другой конь, рыжий; и сидящему на нем дано взять мир с земли, и чтобы убивали <mark>друг</mark> друга; и дан ему большой меч.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	08847062-c2d6-43e7-b505-dfd708d988ed	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
Так положил Иисус начало чудесам в <mark>Кане</mark> Галилейской и явил славу Свою; и уверовали в Него ученики Его.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	a42b8a36-b0ae-4dce-b9c9-f8a37ba2b53a	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
Семь дней не отходите от дверей скинии собрания, пока не исполнятся дни <mark>посвящения</mark> вашего, ибо семь дней должно совершаться посвящение ваше;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e273a7c91198315adf	f8f26c04-9802-42d6-a8a8-e389b8592c2f	0001a04fc4--6127f6e273a7c91198315adf	b9f5ac2d3fa3a0cd0a75bed008e246e0	APPROVED	+	
											
стремлюсь к <mark>цели</mark>, к почести вышнего звания Божия во Христе Иисусе.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	9fd9ca93-d934-4e4f-b933-bb15ff8f2daa	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
И многие народы будут проходить через город сей и говорить друг другу: „за что Господь так поступил с этим великим <mark>городом</mark>?'	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	8cdf9252-a852-4294-a6c5-685f798705b3	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
поэтому немедленно купи на эти деньги волов, овнов, <mark>агнцев</mark> и хлебных приношений к ним и возлияний для них, и принеси их нажертвенник дома Бога вашего в Иерусалиме.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	ccee4690-8965-4876-9ea8-d3729257cc2e	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
Можешь ли веревкою привязать единорога к <mark>борозде</mark>, и станет ли он боронить за тобою поле?	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	a92c0976-2af4-41af-8bfe-c81d81ecd1b7	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
Немедленно поутру первосвященники со старейшинами и книжниками и весь синедрион составили <mark>совещание</mark> и, связав Иисуса, отвели и предали Пилату.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	b26cc3f3-fdac-4f23-832e-6f23e90044bc	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
Вы знаете, Филиппийцы, что в начале благовествования, когда я вышел из Македонии, ни одна церковь не оказала мне участия подаянием и <mark>принятием</mark>, кроме вас одних;	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	b7c833de-37f2-4bd7-97c0-773a2b797c9f	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
(36:6) и выведет, как <mark>свет</mark>, правду твою и справедливость твою, как полдень.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	7357b61a-6b17-4d08-acfb-6912f90df095	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
А они подстерегали шаги наши, чтобы мы не могли ходить по улицам нашим; приблизился <mark>конец</mark> наш, дни наши исполнились; пришел конец наш.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	bab42716-e100-413f-a4c3-68c5602abbec	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
Когда сделался этот шум, собрался народ, и пришел в смятение, ибо каждый слышал их говорящих его <mark>наречием</mark>.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	fa9fac90-4ce8-4a1b-b327-3c77aac645a0	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
И сказал Езекия Исаии: благо слово Господне, которое ты изрек; потому что, присовокупил он, мир и <mark>благосостояние</mark> пребудут во дни мои.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e44fb5cd5910b75108	4c156e82-ca99-43aa-bdd1-b544168b5eb4	0001a04fc4--6127f6e44fb5cd5910b75108	e9acd37893bc2211b69e2ab0b22775d2	APPROVED	+	
											
стремлюсь к <mark>цели</mark>, к почести вышнего звания Божия во Христе Иисусе.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	9fd9ca93-d934-4e4f-b933-bb15ff8f2daa	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
И многие народы будут проходить через город сей и говорить друг другу: „за что Господь так поступил с этим великим <mark>городом</mark>?'	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	8cdf9252-a852-4294-a6c5-685f798705b3	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
поэтому немедленно купи на эти деньги волов, овнов, <mark>агнцев</mark> и хлебных приношений к ним и возлияний для них, и принеси их нажертвенник дома Бога вашего в Иерусалиме.	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	ccee4690-8965-4876-9ea8-d3729257cc2e	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
Можешь ли веревкою привязать единорога к <mark>борозде</mark>, и станет ли он боронить за тобою поле?	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	a92c0976-2af4-41af-8bfe-c81d81ecd1b7	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
Немедленно поутру первосвященники со старейшинами и книжниками и весь синедрион составили <mark>совещание</mark> и, связав Иисуса, отвели и предали Пилату.	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	b26cc3f3-fdac-4f23-832e-6f23e90044bc	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
Вы знаете, Филиппийцы, что в начале благовествования, когда я вышел из Македонии, ни одна церковь не оказала мне участия подаянием и <mark>принятием</mark>, кроме вас одних;	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	b7c833de-37f2-4bd7-97c0-773a2b797c9f	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
(36:6) и выведет, как <mark>свет</mark>, правду твою и справедливость твою, как полдень.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	7357b61a-6b17-4d08-acfb-6912f90df095	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
А они подстерегали шаги наши, чтобы мы не могли ходить по улицам нашим; приблизился <mark>конец</mark> наш, дни наши исполнились; пришел конец наш.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	bab42716-e100-413f-a4c3-68c5602abbec	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
Когда сделался этот шум, собрался народ, и пришел в смятение, ибо каждый слышал их говорящих его <mark>наречием</mark>.	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	fa9fac90-4ce8-4a1b-b327-3c77aac645a0	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
И сказал Езекия Исаии: благо слово Господне, которое ты изрек; потому что, присовокупил он, мир и <mark>благосостояние</mark> пребудут во дни мои.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e48564b6439b269fcc	4c156e82-ca99-43aa-bdd1-b544168b5eb4	0001a04fc4--6127f6e48564b6439b269fcc	b72dffea772a9b30a371aa104e99a76c	APPROVED	+	
											
(40:16) он ложится под тенистыми деревьями, под кровом тростника и в <mark>болотах</mark>;	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e4907d9b1ab679a3e6	aa1cc44c-344a-4886-b647-31bd8b585d7b	0001a04fc4--6127f6e4907d9b1ab679a3e6	6415fe45808aca9f8c567755a84f4dee	APPROVED	+	
Когда же сидел Он на горе Елеонской, то приступили к Нему ученики наедине и спросили: скажи нам, когда это будет? и какой <mark>признак</mark> Твоего пришествия и кончины века?	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e4907d9b1ab679a3e6	b0bc8584-57c1-4b42-b6ce-7948e095382b	0001a04fc4--6127f6e4907d9b1ab679a3e6	6415fe45808aca9f8c567755a84f4dee	APPROVED	+	
то дополните мою радость: имейте одни <mark>мысли</mark>, имейте ту же любовь, будьте единодушны и единомысленны;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e4907d9b1ab679a3e6	a4412941-261c-44ed-9a65-1b293437f8da	0001a04fc4--6127f6e4907d9b1ab679a3e6	6415fe45808aca9f8c567755a84f4dee	APPROVED	+	
и две <mark>части</mark> из вас, из всех отходящих в субботу, будут содержать стражу при доме Господнем для царя;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e4907d9b1ab679a3e6	66257c88-683f-4fec-a1ee-1c930ae10b82	0001a04fc4--6127f6e4907d9b1ab679a3e6	6415fe45808aca9f8c567755a84f4dee	APPROVED	+	
(7:2) О, как прекрасны ноги твои в <mark>сандалиях</mark>, дщерь именитая! Округление бедр твоих, как ожерелье, дело рук искусного художника;	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6e4907d9b1ab679a3e6	d0c2d2e6-376e-4671-a327-9a58f4f12aef	0001a04fc4--6127f6e4907d9b1ab679a3e6	6415fe45808aca9f8c567755a84f4dee	APPROVED	+	
